id	type	modified	language	rightsHolder	references	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	informationWithheld	dynamicProperties	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	preparations	disposition	otherCatalogNumbers	associatedMedia	associatedSequences	associatedTaxa	associatedOccurrences	samplingProtocol	eventDate	startDayOfYear	year	month	day	verbatimEventDate	habitat	fieldNumber	higherGeography	continent	waterBody	islandGroup	island	country	stateProvince	county	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	georeferencedBy	georeferenceProtocol	georeferenceSources	georeferenceRemarks	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lithostratigraphicTerms	group	formation	member	bed	identifiedBy	dateIdentified	identificationRemarks	identificationQualifier	identificationVerificationStatus	typeStatus	scientificName	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	nomenclaturalCode
MCZ:Mala:121156	PhysicalObject	2014-06-26 14:42:36.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121156	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121156	121156			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4071; rdt jar number=119						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]		A-37, Block 5				Teredo portoricensis	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis				Clapp, 1924	ICZN
MCZ:Mala:121539	PhysicalObject	2014-12-16 12:57:47.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121539	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121539	121539			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4454; rdt jar number=175						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															[no agent data]		YD-P-1-NB, Block 2		unverified		Teredo fulleri	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo fulleri	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	fulleri				Clapp, 1924	ICZN
MCZ:Mala:121540	PhysicalObject	2014-12-16 12:57:47.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121540	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121540	121540			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4455; rdt jar number=175						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															[no agent data]		YD-P-1-NB, Block 2		unverified		Teredo fulleri	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo fulleri	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	fulleri				Clapp, 1924	ICZN
MCZ:Mala:121541	PhysicalObject	2014-12-16 12:57:47.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121541	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121541	121541			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4456; rdt jar number=175						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															[no agent data]		YD-P-1-NB, Block 2		unverified		Teredo fulleri	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo fulleri	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	fulleri				Clapp, 1924	ICZN
MCZ:Mala:121170	PhysicalObject	2014-06-26 14:42:07.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121170	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121170	121170			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4085; rdt jar number=119						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]		A-37, Block 6e				Teredo portoricensis	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis				Clapp, 1924	ICZN
MCZ:Mala:120644	PhysicalObject	2014-06-19 14:21:12.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120644	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120644	120644			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=2649; rdt jar number=215						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Fajardo, Puerto Rico	Atlantic, Puerto Rico, Fajardo																															[no agent data]		L-9-4, Block 12				Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:120513	PhysicalObject	2014-06-19 14:20:54.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120513	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120513	120513			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=1717; rdt jar number=215						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico, A37	Atlantic, Puerto Rico, San Juan, A37																															[no agent data]		Block-Board				Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:120498	PhysicalObject	2014-06-19 14:20:38.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120498	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120498	120498			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=1667; rdt jar number=215						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]		Block 5				Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:120797	PhysicalObject	2014-06-23 10:08:18.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120797	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120797	120797			Owen F. Bryant	1			shell (dry)	in collection	malacology accession number=658; previous number=3706; rdt jar number=190						1893-01-01/1893-12-31	0				1893			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Bermuda	Atlantic, Bermuda																															[no agent data]		valves/pallets only				Teredora malleolus	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus				Turton, 1822	ICZN
MCZ:Mala:120681	PhysicalObject	2014-06-19 14:20:03.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120681	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120681	120681			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=3172; rdt jar number=215						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico, A37-NB, block 6	Atlantic, Puerto Rico, San Juan, A37-NB, block 6																															[no agent data]						Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:124087	PhysicalObject	2014-09-25 16:01:57.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:124087	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:124087	124087			[no agent data]	1			shell (dry)	in collection	malacology accession number=655; previous number=2548							0				[no verbatim date data]			North America: United States: Maine: Knox	North America				United States	Maine	Knox	Seal Harbor	USA, Maine, Knox, Seal Harbor																															[no agent data]		Entered from ledger.				Macoma balthica	Animalia Mollusca Bivalvia Heterodonta Veneroida Tellinoidea Tellinidae Macoma balthica	Animalia	Mollusca	Bivalvia	Veneroida	Tellinidae	Macoma	balthica				(Linnaeus, 1758)	ICZN
MCZ:Mala:121489	PhysicalObject	2014-12-16 13:31:48.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121489	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121489	121489			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4404						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															[no agent data]		YD-P-1, Block 10e; Entered from ledger.		unverified		Teredo	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo					Linnaeus, 1758	ICZN
MCZ:Mala:121490	PhysicalObject	2014-12-16 13:31:48.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121490	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121490	121490			National Research Council	1				in collection	malacology accession number=658; previous number=4405						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															[no agent data]		YD-P-1, Block 10e Discarded Jun 21 1946; Entered from ledger.		unverified		Bankia	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Bankia	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Bankia					Gray, 1842	ICZN
MCZ:Mala:124258	PhysicalObject	2014-12-16 13:37:02.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:124258	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:124258	124258			Harry Hurst	1			shell (dry)	in collection	malacology accession number=978							0				[no verbatim date data]			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			Puerto Plata	Sto. Dom., Puerto Plata																															[no agent data]		Entered from ledger.				Fissurella nodosa	Animalia Mollusca Gastropoda Vetigastropoda Fissurelloidea Fissurellidae Fissurella nodosa	Animalia	Mollusca	Gastropoda		Fissurellidae	Fissurella	nodosa				(Born, 1778)	ICZN
MCZ:Mala:125861	PhysicalObject	2014-09-25 16:05:57.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:125861	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:125861	125861			[no agent data]	1			shell (dry)	in collection	malacology accession number=1173							0				[no verbatim date data]			Asia: Palestine	Asia				Palestine			Monastery of St. Saba (between Jerusalem + Dead Sea)	Palestine, Monastery of St. Saba (between Jerusalem + Dead Sea)																															[no agent data]		Paratype; Entered from ledger.				Helix sabaea	Animalia Mollusca Gastropoda Heterobranchia Stylommatophora Sigmurethra Helicoidea Helicidae Helix sabaea	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Helix	sabaea				"Briss." Charp.	ICZN
MCZ:Mala:12382	PhysicalObject	2014-09-25 16:09:29.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:12382	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:12382	12382			[no agent data]	1			shell (dry)	in collection								0				[no verbatim date data]			North America: United States: Washington	North America				United States	Washington		Seattle	USA, Washington, Seattle						47.6062095d	-122.3320708d	decimal degrees	47.6062095	-122.3320708	WGS84	13453.3443729421	13453.3443729421	Cony Craighead (PSM)	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	GNIS latlong download Oct 07 for placename, some adjusted in BioGeomancer, if offset, calculated air mi from placename latlong															[no agent data]		W.G. Binney Coll.; Entered from ledger.		unverified		Polygyra columbiana	Animalia Mollusca Gastropoda Stylommatophora Elasmognatha Mesodontacea Polygyridae Polygyra columbiana	Animalia	Mollusca	Gastropoda	Stylommatophora	Polygyridae	Polygyra	columbiana				Lea	ICZN
MCZ:Mala:123726	PhysicalObject	2014-12-16 13:21:04.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123726	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123726	123726			Robert Tucker Abbott	1			valve (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E side of Sea Id.	USA, Georgia, Glynn, E side of Sea Id.																															[no agent data]						Pholas campechiensis	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Pholadidae Pholas campechiensis	Animalia	Mollusca	Bivalvia	Myoida	Pholadidae	Pholas	campechiensis				Gmelin, 1791	ICZN
MCZ:Mala:128975	PhysicalObject	2014-12-16 12:48:14.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:128975	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:128975	128975			Bormadz, P.J., Rodriguez	1			shell (dry)	in collection	malacology accession number=904							0				[no verbatim date data]			Cuba: Greater Antilles			Greater Antilles		Cuba			Caleta de Ovando, Maisi	Caribbean Sea, Cuba, Caleta de Ovando, Maisi																															Pedro J. Bermúdez					Paratype of Cerion victor	Cerion victor	Animalia Mollusca Gastropoda Heterobranchia Stylommatophora Sigmurethra Orthalicoidea Cerionidae Cerion victor	Animalia	Mollusca	Gastropoda	Stylommatophora	Cerionidae	Cerion	victor				Torre	ICZN
MCZ:Mala:121283	PhysicalObject	2014-06-26 14:40:55.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121283	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121283	121283			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4198; rdt jar number=119						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]		A-37, Block 7e				Teredo portoricensis	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis				Clapp, 1924	ICZN
MCZ:Mala:121413	PhysicalObject	2014-06-26 14:47:29.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121413	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121413	121413			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4328; rdt jar number=119						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]		A-37, Block 28				Teredo portoricensis	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis				Clapp, 1924	ICZN
MCZ:Mala:121631	PhysicalObject	2014-06-26 14:41:32.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121631	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121631	121631			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4546; rdt jar number=119						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]		A-37, Board				Teredo portoricensis	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis				Clapp, 1924	ICZN
MCZ:Mala:121411	PhysicalObject	2014-06-26 14:41:49.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121411	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121411	121411			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4326; rdt jar number=119						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]		A-37, Block 27				Teredo portoricensis	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis				Clapp, 1924	ICZN
MCZ:Mala:121543	PhysicalObject	2014-12-16 13:24:14.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121543	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121543	121543			National Research Council	1				in collection	malacology accession number=658; previous number=4458; rdt jar number=175						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															[no agent data]		YD-P-1-NB, Block 2 Discarded Jun 21 1946; Entered from ledger.		unverified		Bankia	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Bankia	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Bankia					Gray, 1842	ICZN
MCZ:Mala:125890	PhysicalObject	2014-09-25 16:05:28.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:125890	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:125890	125890			J.H. Sears	1			shell (dry)	in collection	malacology accession number=1168						1907-08-01/1907-08-31	0				Aug/1907			North America: United States: Vermont	North America				United States	Vermont		Royalton	USA, Vermont, Royalton																															[no agent data]		Entered from ledger.				Triodopsis albolabris	Animalia Mollusca Gastropoda Stylommatophora Elasmognatha Mesodontacea Polygyridae Triodopsis albolabris	Animalia	Mollusca	Gastropoda	Stylommatophora	Polygyridae	Triodopsis	albolabris				Say, 1817	ICZN
MCZ:Mala:123836	PhysicalObject	2015-05-14 16:11:18.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123836	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123836	123836			Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			shell (dry)	in collection	malacology accession number=970						1937-08-01/1937-08-31	0				Aug/1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			Sta. B. de Samana	Santa Domingo, Sta. B. de Samana																															[no agent data]		Entered from ledger.				Pyrene mercatoria	Animalia Mollusca Gastropoda Caenogastropoda Neogastropoda Buccinoidea Columbellidae Pyrene mercatoria	Animalia	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Pyrene	mercatoria				L.	ICZN
MCZ:Mala:123837	PhysicalObject	2015-05-14 16:11:18.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123837	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123837	123837			Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			shell (dry)	in collection	malacology accession number=970						1937-07-01/1937-07-31	0				Jul/1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																															[no agent data]		Entered from ledger.				Arca imbricata	Animalia Mollusca Bivalvia Pteriomorphia Arcoida Arcoidea Arcidae Arca imbricata	Animalia	Mollusca	Bivalvia	Arcoida	Arcidae	Arca	imbricata				Bruguière, 1789	ICZN
MCZ:Mala:123733	PhysicalObject	2014-12-16 13:30:36.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123733	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123733	123733			Robert Tucker Abbott	1			shell (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Ensis minor	Animalia Mollusca Bivalvia Heterodonta Euheterodonta Solenoidea Cultellidae Ensis minor	Animalia	Mollusca	Bivalvia	Euheterodonta	Cultellidae	Ensis	minor				Dall, 1899	ICZN
MCZ:Mala:123734	PhysicalObject	2014-12-16 13:30:36.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123734	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123734	123734			Robert Tucker Abbott	1			valve (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Donax variabilis	Animalia Mollusca Bivalvia Heterodonta Veneroida Tellinoidea Donacidae Donax variabilis	Animalia	Mollusca	Bivalvia	Veneroida	Donacidae	Donax	variabilis				Say, 1822	ICZN
MCZ:Mala:123736	PhysicalObject	2014-12-16 13:30:36.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123736	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123736	123736			Robert Tucker Abbott	1			shell (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Anomia simplex	Animalia Mollusca Bivalvia Pteriomorphia Pectinoida Anomioidea Anomiidae Anomia simplex	Animalia	Mollusca	Bivalvia	Pectinoida	Anomiidae	Anomia	simplex				d'Orbigny, 1853	ICZN
