id	type	modified	language	rightsHolder	references	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	informationWithheld	dynamicProperties	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	preparations	disposition	otherCatalogNumbers	associatedMedia	associatedSequences	associatedTaxa	associatedOccurrences	samplingProtocol	eventDate	startDayOfYear	year	month	day	verbatimEventDate	habitat	fieldNumber	higherGeography	continent	waterBody	islandGroup	island	country	stateProvince	county	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	georeferencedBy	georeferenceProtocol	georeferenceSources	georeferenceRemarks	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lithostratigraphicTerms	group	formation	member	bed	identifiedBy	dateIdentified	identificationRemarks	identificationQualifier	identificationVerificationStatus	typeStatus	scientificName	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	nomenclaturalCode
MCZ:Mala:121169	PhysicalObject	2014-06-26 14:41:11.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121169	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121169	121169			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4084; rdt jar number=119						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]		A-37, Block 6e				Teredo portoricensis	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis				Clapp, 1924	ICZN
MCZ:Mala:121460	PhysicalObject	2014-12-16 12:56:14.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121460	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121460	121460			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4375; rdt jar number=194						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			Puerto Plata	Atlantic, Santo Domingo, Puerto Plata																															[no agent data]		SD-3, Block 6				Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:120254	PhysicalObject	2014-06-20 09:33:00.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120254	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120254	120254			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=902; rdt jar number=216						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]						Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:121645	PhysicalObject	2014-06-20 09:36:36.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121645	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121645	121645			National Research Council	1			shell (dry)	in collection	malacology accession number=658; previous number=4560; rdt jar number=216						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							pier 1, Puerto Rico	Atlantic, Puerto Rico, pier 1																															[no agent data]						Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:120682	PhysicalObject	2014-06-26 14:47:14.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120682	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120682	120682			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=3173; rdt jar number=119						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]		A-37-NB, Block 6-CB				Teredo portoricensis	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis				Clapp, 1924	ICZN
MCZ:Mala:121410	PhysicalObject	2014-06-26 14:42:21.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121410	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121410	121410			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4325; rdt jar number=119						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]		A-37, Block 30				Teredo portoricensis	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis				Clapp, 1924	ICZN
MCZ:Mala:120585	PhysicalObject	2014-06-26 14:46:30.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120585	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120585	120585			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=2326; rdt jar number=119						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]		A-37-NB, Block 3				Teredo portoricensis	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis				Clapp, 1924	ICZN
MCZ:Mala:121656	PhysicalObject	2014-06-23 10:06:58.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121656	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121656	121656			National Research Council	1			shell (dry)	in collection	malacology accession number=658; previous number=4571; rdt jar number=190						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, Bermuda	Atlantic, Bermuda, St. George																															[no agent data]		pallets only, BBS-3, Block 15				Teredora malleolus	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus				Turton, 1822	ICZN
MCZ:Mala:121622	PhysicalObject	2014-06-23 10:06:09.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121622	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121622	121622			Owen F. Bryant	1			shell (dry)	in collection	malacology accession number=658; previous number=4537; rdt jar number=190						1893-01-01/1893-12-31	0				1893			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Bermuda	Atlantic, Bermuda																															[no agent data]		valves/pallets only, Iden. by Johnson				Teredora malleolus	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus				Turton, 1822	ICZN
MCZ:Mala:120546	PhysicalObject	2014-06-19 14:21:30.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120546	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120546	120546			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=2092; rdt jar number=215						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Fajardo, Puerto Rico	Atlantic, Puerto Rico, Fajardo																															[no agent data]		4 lots, L-9-4, Block 8				Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:120602	PhysicalObject	2014-06-19 14:20:19.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120602	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120602	120602			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=2401; rdt jar number=215						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]		L-9-4, Block 10				Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:123844	PhysicalObject	2015-05-14 16:11:18.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123844	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123844	123844			Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			shell (dry)	in collection	malacology accession number=970						1937-07-01/1937-07-31	0				Jul/1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			San Lorenzo Bay, Samana Bay	Santa Domingo, San Lorenzo Bay, Samana Bay																															[no agent data]		Entered from ledger.				Lithophaga bisulcata	Animalia Mollusca Bivalvia Pteriomorphia Mytiloida Mytiloidea Mytilidae Lithophaga bisulcata	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae	Lithophaga	bisulcata				d'Orb.	ICZN
MCZ:Mala:123846	PhysicalObject	2015-05-14 16:11:18.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123846	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123846	123846			Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			shell (dry)	in collection	malacology accession number=970						1937-07-01/1937-07-31	0				Jul/1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																															[no agent data]		Entered from ledger.				Modiolus tulipus	Animalia Mollusca Bivalvia Pteriomorphia Mytiloida Mytiloidea Mytilidae Modiolus tulipus	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae	Modiolus	tulipus				Linnaeus, 1758	ICZN
MCZ:Mala:123849	PhysicalObject	2015-05-14 16:11:18.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123849	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123849	123849			Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			shell (dry)	in collection	malacology accession number=970						1937-07-01/1937-07-31	0				Jul/1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																															[no agent data]		Entered from ledger.				Arca barbata	Animalia Mollusca Bivalvia Pteriomorphia Arcoida Arcoidea Arcidae Arca barbata	Animalia	Mollusca	Bivalvia	Arcoida	Arcidae	Arca	barbata				Linne	ICZN
MCZ:Mala:123852	PhysicalObject	2015-05-14 16:11:18.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123852	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123852	123852			Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			shell (dry)	in collection	malacology accession number=970						1937-07-01/1937-07-31	0				Jul/1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																															[no agent data]		Entered from ledger.				Trigoniocardia medium	Animalia Mollusca Bivalvia Heterodonta Veneroida Cardioidea Cardiidae Trigoniocardia medium	Animalia	Mollusca	Bivalvia	Veneroida	Cardiidae	Trigoniocardia	medium				(Linnaeus, 1767)	ICZN
MCZ:Mala:123855	PhysicalObject	2015-05-14 16:11:18.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123855	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123855	123855			Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			shell (dry)	in collection	malacology accession number=970						1937-07-01/1937-07-31	0				Jul/1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			Puerto Plata, from rock that came up in dredge	Santa Domingo, Puerto Plata, from rock that came up in dredge																															[no agent data]		Entered from ledger.				Coralliophaga coralliophaga	Animalia Mollusca Bivalvia Heterodonta Veneroida Arcticoidea Trapezidae Coralliophaga coralliophaga	Animalia	Mollusca	Bivalvia	Veneroida	Trapezidae	Coralliophaga	coralliophaga				Lam.	ICZN
MCZ:Mala:123856	PhysicalObject	2015-12-09 09:50:57.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123856	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123856	123856			Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			shell (dry)	in collection	malacology accession number=970						1937-07-01/1937-07-31	0				Jul/1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			Cayo Chico, 2.5mi. E. of Sta. B. de Samana	Santa Domingo, Cayo Chico, 2.5mi. E. of Sta. B. de Samana																															[no agent data]		Entered from ledger.				Botula fusca	Animalia Mollusca Bivalvia Pteriomorphia Mytiloida Mytiloidea Mytilidae Botula fusca	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae	Botula	fusca				(Gmelin, 1791)	ICZN
MCZ:Mala:123835	PhysicalObject	2015-05-14 16:11:21.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123835	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123835	123835			Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			shell (dry)	in collection	malacology accession number=970						1937-07-01/1937-07-31	0				Jul/1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																															[no agent data]		Entered from ledger.				Arca reticulata	Animalia Mollusca Bivalvia Pteriomorphia Arcoida Arcoidea Arcidae Arca reticulata	Animalia	Mollusca	Bivalvia	Arcoida	Arcidae	Arca	reticulata				Gmelin	ICZN
MCZ:Mala:123732	PhysicalObject	2014-12-16 13:30:36.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123732	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123732	123732			Robert Tucker Abbott	1			shell (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Mulinia lateralis	Animalia Mollusca Bivalvia Heterodonta Veneroida Mactroidea Mactridae Mulinia lateralis	Animalia	Mollusca	Bivalvia	Veneroida	Mactridae	Mulinia	lateralis				(Say, 1822)	ICZN
MCZ:Mala:123735	PhysicalObject	2014-12-16 13:30:36.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123735	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123735	123735			Robert Tucker Abbott	1			shell (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Sigaretus perspectivum	Animalia Mollusca Gastropoda Caenogastropoda Littorinimorpha Naticoidea Naticidae Sigaretus perspectivum	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Sigaretus	perspectivum				Say	ICZN
MCZ:Mala:123737	PhysicalObject	2015-01-09 17:08:35.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123737	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123737	123737			Robert Tucker Abbott	1			shell (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Crepidula plana	Animalia Mollusca Gastropoda Caenogastropoda Littorinimorpha Calyptraeoidea Crepidulidae Crepidula plana	Animalia	Mollusca	Gastropoda	Littorinimorpha	Crepidulidae	Crepidula	plana				Say, 1822	ICZN
MCZ:Mala:121488	PhysicalObject	2014-12-16 13:31:48.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121488	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121488	121488			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4403						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															[no agent data]		YD-P-1, Block 10e; Entered from ledger.		unverified		Teredo	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo					Linnaeus, 1758	ICZN
MCZ:Mala:124252	PhysicalObject	2015-05-14 16:11:29.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:124252	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:124252	124252			Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			shell (dry)	in collection	malacology accession number=970; previous number=1306						1937-01-01/1937-12-31	0				1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			Sta. Barbara de Samana	Sto. Dom., Sta. Barbara de Samana																															[no agent data]		Entered from ledger.				Fissurella barbadensis	Animalia Mollusca Gastropoda Vetigastropoda Fissurelloidea Fissurellidae Fissurella barbadensis	Animalia	Mollusca	Gastropoda		Fissurellidae	Fissurella	barbadensis				(Gmelin, 1791)	ICZN
MCZ:Mala:124100	PhysicalObject	2014-12-02 16:10:27.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:124100	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:124100	124100			Richard W. Foster	1			valve (dry)	in collection	malacology accession number=852							0				[no verbatim date data]			North America: United States: Florida	North America				United States	Florida		nr. Seahorse Key, Cedar Keys	USA, Florida, nr. Seahorse Key, Cedar Keys																															[no agent data]		Entered from ledger.				Cumingia tellinoides	Animalia Mollusca Bivalvia Heterodonta Veneroida Tellinoidea Semelidae Cumingia tellinoides	Animalia	Mollusca	Bivalvia	Veneroida	Semelidae	Cumingia	tellinoides				(Conrad, 1831)	ICZN
MCZ:Mala:123715	PhysicalObject	2014-12-16 13:34:05.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123715	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123715	123715			Robert Tucker Abbott	1			valve (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Atrina serrata	Animalia Mollusca Bivalvia Pteriomorphia Pterioida Pinnoidea Pinnidae Atrina serrata	Animalia	Mollusca	Bivalvia	Pterioida	Pinnidae	Atrina	serrata				Sowerby, 1825	ICZN
MCZ:Mala:123716	PhysicalObject	2014-12-16 13:34:06.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123716	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123716	123716			Robert Tucker Abbott	1			shell (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Macoma constricta	Animalia Mollusca Bivalvia Heterodonta Veneroida Tellinoidea Tellinidae Macoma constricta	Animalia	Mollusca	Bivalvia	Veneroida	Tellinidae	Macoma	constricta				(Bruguiere, 1792)	ICZN
MCZ:Mala:123718	PhysicalObject	2014-12-16 13:34:06.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123718	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123718	123718			Robert Tucker Abbott	1			shell (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Busycon carica eliceans	Animalia Mollusca Gastropoda Caenogastropoda Neogastropoda Buccinoidea Melongenidae Busycon carica eliceans	Animalia	Mollusca	Gastropoda	Neogastropoda	Melongenidae	Busycon	carica	eliceans			Gmelin, 1791	ICZN
MCZ:Mala:123720	PhysicalObject	2014-12-16 13:34:06.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123720	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123720	123720			Robert Tucker Abbott	1			valve (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Arca brasiliensis	Animalia Mollusca Bivalvia Pteriomorphia Arcoida Arcoidea Arcidae Arca brasiliensis	Animalia	Mollusca	Bivalvia	Arcoida	Arcidae	Arca	brasiliensis				Lamarck	ICZN
MCZ:Mala:123723	PhysicalObject	2014-12-16 13:34:06.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123723	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123723	123723			Robert Tucker Abbott	1			shell (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Busycon canaliculatum	Animalia Mollusca Gastropoda Caenogastropoda Neogastropoda Buccinoidea Melongenidae Busycon canaliculatum	Animalia	Mollusca	Gastropoda	Neogastropoda	Melongenidae	Busycon	canaliculatum				Linnaeus, 1758	ICZN
MCZ:Mala:121491	PhysicalObject	2014-12-16 13:35:05.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121491	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121491	121491			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4406						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. Croix, Christiansted	Atlantic, US Virign Ids., St. Croix, Christiansted																															[no agent data]		YD-V-2, Block 14 Specimen Lost; Entered from ledger.				Teredo	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo					Linnaeus, 1758	ICZN
